MEMBER_NO,FFP_DATE,FIRST_FLIGHT_DATE,GENDER,FFP_TIER,WORK_CITY,WORK_PROVINCE,WORK_COUNTRY,AGE,LOAD_TIME,FLIGHT_COUNT,BP_SUM,EP_SUM_YR_1,EP_SUM_YR_2,SUM_YR_1,SUM_YR_2,SEG_KM_SUM,WEIGHTED_SEG_KM,LAST_FLIGHT_DATE,AVG_FLIGHT_COUNT,AVG_BP_SUM,BEGIN_TO_FIRST,LAST_TO_END,AVG_INTERVAL,MAX_INTERVAL,ADD_POINTS_SUM_YR_1,ADD_POINTS_SUM_YR_2,EXCHANGE_COUNT,avg_discount,P1Y_Flight_Count,L1Y_Flight_Count,P1Y_BP_SUM,L1Y_BP_SUM,EP_SUM,ADD_Point_SUM,Eli_Add_Point_Sum,L1Y_ELi_Add_Points,Points_Sum,L1Y_Points_Sum,Ration_L1Y_Flight_Count,Ration_P1Y_Flight_Count,Ration_P1Y_BPS,Ration_L1Y_BPS,Point_NotFlight
11094,2005/03/30,2005/10/25,男,4,,,CN,42.0,2014/03/31,2,1113,0,0,0.0,1573.0,2875,1776.9,2013/05/24,0.25,139.125,410,313,8.0,8,0,0,0,0.618052174,0,2,0,1113,0,0,0,0,1113,1113,1.0,0.0,0.0,0.999102334,0
11094,2005/03/30,2005/10/25,男,4,,,CN,42.0,2014/03/31,2,1113,0,0,0.0,1573.0,2875,1776.9,2013/05/24,0.25,139.125,410,313,8.0,8,0,0,0,0.618052174,0,2,0,1113,0,0,0,0,1113,1113,1.0,0.0,0.0,0.999102334,0
61211,2012/12/20,2012/12/20,女,4,北京,,CN,36.0,2014/03/31,2,1642,0,0,1080.0,660.0,1773,1773.0,2013/05/07,0.333333333,273.6666667,0,330,138.0,138,0,0,0,1.0,1,1,1087,555,0,0,0,0,1642,555,0.5,0.5,0.661594644,0.33779671299999997,0
48158,2008/10/28,2008/10/28,男,4,CLIFTON KARACHI,,PK,,2014/03/31,3,1517,0,0,710.0,762.0,2356,1771.51,2013/06/30,0.375,189.625,151,276,152.0,243,0,0,1,0.7519142609999999,2,1,846,671,0,0,0,0,1517,671,0.333333333,0.666666667,0.557312253,0.442028986,1
48158,2008/10/28,2008/10/28,男,4,CLIFTON KARACHI,,PK,,2014/03/31,3,1517,0,0,710.0,762.0,2356,1771.51,2013/06/30,0.375,189.625,151,276,152.0,243,0,0,1,0.7519142609999999,2,1,846,671,0,0,0,0,1517,671,0.333333333,0.666666667,0.557312253,0.442028986,1
35633,2007/02/02,2014/03/09,女,4,长春市,吉林省,CN,,2014/03/31,2,1845,0,0,0.0,1659.0,3643,1770.43,2014/03/10,0.25,230.625,708,22,1.0,1,0,0,0,0.485981334,0,2,0,1845,0,0,0,0,1845,1845,1.0,0.0,0.0,0.9994582879999999,0
56015,2013/01/26,2013/03/31,男,4,台北市,,TW,43.0,2014/03/31,2,728,0,0,1170.0,1150.0,2404,1766.94,2013/12/26,0.4,145.6,64,97,270.0,270,0,0,0,0.735,1,1,364,364,0,0,0,0,728,364,0.5,0.5,0.499314129,0.499314129,0
40157,2010/07/08,2010/07/09,女,4,上海,,CN,54.0,2014/03/31,2,858,0,0,0.0,891.0,2637,1766.79,2013/10/30,0.25,107.25,572,154,5.0,5,0,0,0,0.67,0,2,0,858,0,0,0,0,858,858,1.0,0.0,0.0,0.9988358559999999,0
17070,2012/10/11,2012/10/11,男,4,通化县,吉林,CN,45.0,2014/03/31,2,1670,0,0,,0.0,2710,1761.5,2012/10/14,0.333333333,278.3333333,0,535,3.0,3,0,0,0,0.65,2,0,1670,0,0,0,0,0,1670,0,0.0,1.0,0.9994015559999999,0.0,0
25400,2013/01/19,2013/01/19,女,4,上海,上海,CN,31.0,2014/03/31,2,1670,0,0,,0.0,2710,1761.5,2013/01/21,0.4,334.0,0,436,2.0,2,0,0,0,0.65,2,0,1670,0,0,0,0,0,1670,0,0.0,1.0,0.9994015559999999,0.0,0
26223,2013/01/17,2013/01/19,男,4,沈阳,辽宁,CN,70.0,2014/03/31,2,954,0,0,,0.0,2710,1761.5,2013/01/22,0.4,190.8,2,435,3.0,3,0,0,0,0.65,2,0,954,0,0,0,0,0,954,0,0.0,1.0,0.99895288,0.0,0
28081,2007/02/21,2007/04/05,男,4,,,HK,57.0,2014/03/31,2,954,0,0,,0.0,2710,1761.5,2012/04/02,0.25,119.25,0,730,1.0,1,0,0,0,0.65,2,0,954,0,0,0,0,0,954,0,0.0,1.0,0.99895288,0.0,0
28081,2007/02/21,2007/04/05,男,4,,,HK,57.0,2014/03/31,2,954,0,0,,0.0,2710,1761.5,2012/04/02,0.25,119.25,0,730,1.0,1,0,0,0,0.65,2,0,954,0,0,0,0,0,954,0,0.0,1.0,0.99895288,0.0,0
28081,2007/02/21,2007/04/05,男,4,,,HK,57.0,2014/03/31,2,954,0,0,,0.0,2710,1761.5,2012/04/02,0.25,119.25,0,730,1.0,1,0,0,0,0.65,2,0,954,0,0,0,0,0,954,0,0.0,1.0,0.99895288,0.0,0
34724,2010/05/26,2010/05/28,男,4,本溪市,辽宁省,CN,52.0,2014/03/31,2,1670,0,0,,0.0,2710,1761.5,2012/10/16,0.25,208.75,194,533,4.0,4,0,0,0,0.65,2,0,1670,0,0,0,0,0,1670,0,0.0,1.0,0.9994015559999999,0.0,0
44112,2012/07/28,2012/08/08,男,4,沈阳市,辽宁省,CN,30.0,2014/03/31,2,954,0,0,,0.0,2710,1761.5,2012/08/11,0.28571428600000004,136.28571430000002,11,599,3.0,3,0,0,0,0.65,2,0,954,0,0,0,0,0,954,0,0.0,1.0,0.99895288,0.0,0
52652,2010/03/14,2010/03/14,男,4,沈阳,辽宁,CN,34.0,2014/03/31,2,954,0,0,,0.0,2710,1761.5,2012/04/13,0.25,119.25,8,719,4.0,4,0,0,0,0.65,2,0,954,0,0,0,0,0,954,0,0.0,1.0,0.99895288,0.0,0
18351,2011/02/01,2011/10/01,男,4,,广东,CN,35.0,2014/03/31,2,1427,0,0,1641.0,0.0,3009,1760.9,2013/01/26,0.25,178.375,186,431,114.0,114,2444,1688,0,0.585211034,2,0,1427,0,0,4132,4132,1688,5559,1688,0.0,1.0,0.99929972,0.0,28
56172,2005/03/14,2005/04/25,男,4,,,SG,71.0,2014/03/31,5,2329,0,0,1138.0,1590.0,2193,1758.0,2013/11/29,0.625,291.125,87,124,130.0,396,0,0,0,0.801641587,2,3,829,1500,0,0,0,0,2329,1500,0.6,0.4,0.35579399100000003,0.643776824,0
56172,2005/03/14,2005/04/25,男,4,,,SG,71.0,2014/03/31,5,2329,0,0,1138.0,1590.0,2193,1758.0,2013/11/29,0.625,291.125,87,124,130.0,396,0,0,0,0.801641587,2,3,829,1500,0,0,0,0,2329,1500,0.6,0.4,0.35579399100000003,0.643776824,0
51926,2012/11/19,2012/11/19,女,4,上海,上海,CN,29.0,2014/03/31,2,1212,0,0,,0.0,2068,1757.8,2013/01/07,0.333333333,202.0,0,450,49.0,49,0,0,0,0.85,2,0,1212,0,0,0,0,0,1212,0,0.0,1.0,0.999175598,0.0,0
54207,2011/01/04,2011/12/13,男,4,大连,辽宁,CN,43.0,2014/03/31,2,1212,0,0,,0.0,2068,1757.8,2012/11/18,0.25,151.5,214,500,17.0,17,1610,2345,0,0.85,2,0,1212,0,0,3955,3955,2345,5167,2345,0.0,1.0,0.999175598,0.0,29
53939,2008/08/30,2008/08/31,男,4,,,BE,45.0,2014/03/31,2,2068,0,0,0.0,1670.0,2020,1757.4,2014/02/19,0.25,258.5,505,42,184.0,184,0,0,0,0.87,0,2,0,2068,0,0,0,0,2068,2068,1.0,0.0,0.0,0.999516675,0
53939,2008/08/30,2008/08/31,男,4,,,BE,45.0,2014/03/31,2,2068,0,0,0.0,1670.0,2020,1757.4,2014/02/19,0.25,258.5,505,42,184.0,184,0,0,0,0.87,0,2,0,2068,0,0,0,0,2068,2068,1.0,0.0,0.0,0.999516675,0
20504,2007/04/22,2008/03/03,男,4,,,TW,58.0,2014/03/31,2,1416,0,0,1477.0,0.0,2366,1757.2,2012/08/27,0.25,177.0,139,583,9.0,9,0,0,0,0.7426880809999999,2,0,1416,0,0,0,0,0,1416,0,0.0,1.0,0.9992942840000001,0.0,0
20504,2007/04/22,2008/03/03,男,4,,,TW,58.0,2014/03/31,2,1416,0,0,1477.0,0.0,2366,1757.2,2012/08/27,0.25,177.0,139,583,9.0,9,0,0,0,0.7426880809999999,2,0,1416,0,0,0,0,0,1416,0,0.0,1.0,0.9992942840000001,0.0,0
2862,2008/02/08,2008/02/08,女,4,,,HK,41.0,2014/03/31,2,1343,0,0,1026.0,690.0,2464,1754.4,2013/05/01,0.25,167.875,254,336,141.0,141,0,0,0,0.712012987,1,1,697,646,0,0,0,0,1343,646,0.5,0.5,0.51860119,0.480654762,0
2862,2008/02/08,2008/02/08,女,4,,,HK,41.0,2014/03/31,2,1343,0,0,1026.0,690.0,2464,1754.4,2013/05/01,0.25,167.875,254,336,141.0,141,0,0,0,0.712012987,1,1,697,646,0,0,0,0,1343,646,0.5,0.5,0.51860119,0.480654762,0
40429,2010/03/05,2010/03/05,男,4,,台湾,TW,45.0,2014/03/31,2,958,0,0,0.0,1716.0,2616,1752.72,2013/08/03,0.25,119.75,488,242,1.0,1,0,0,0,0.67,0,2,0,958,0,0,0,0,958,958,1.0,0.0,0.0,0.998957247,0
57317,2009/02/12,2009/07/05,男,4,岳阳,湖南,CN,40.0,2014/03/31,2,759,0,0,0.0,,4222,1752.13,2013/10/21,0.25,94.875,565,163,3.0,3,0,0,0,0.415,0,2,0,759,0,0,0,0,759,759,1.0,0.0,0.0,0.9986842109999999,0
7607,2009/11/14,2011/06/30,男,4,,,KR,47.0,2014/03/31,2,1316,0,0,4387.0,0.0,1985,1751.25,2012/11/01,0.25,164.5,204,517,10.0,10,940,0,0,0.882241814,2,0,1316,0,0,940,940,0,2256,0,0.0,1.0,0.999240699,0.0,1
7607,2009/11/14,2011/06/30,男,4,,,KR,47.0,2014/03/31,2,1316,0,0,4387.0,0.0,1985,1751.25,2012/11/01,0.25,164.5,204,517,10.0,10,940,0,0,0.882241814,2,0,1316,0,0,940,940,0,2256,0,0.0,1.0,0.999240699,0.0,1
33231,2012/09/20,2012/09/20,男,4,晋江,福建,CN,,2014/03/31,2,920,0,0,1700.0,0.0,2800,1750.0,2013/03/28,0.28571428600000004,131.4285714,0,370,189.0,189,0,0,0,0.625,2,0,920,0,0,0,0,0,920,0,0.0,1.0,0.9989142240000001,0.0,0
38737,2007/10/19,2008/08/09,女,4,MOVALI CHES QIEZON CITY,,PH,75.0,2014/03/31,2,920,0,0,800.0,900.0,2800,1750.0,2013/04/12,0.25,115.0,360,355,16.0,16,0,0,0,0.625,1,1,460,460,0,0,0,0,920,460,0.5,0.5,0.49945711200000004,0.49945711200000004,0
45447,2012/08/23,2012/09/29,男,4,,广东,CN,47.0,2014/03/31,2,1574,0,0,1071.0,0.0,2555,1749.9,2012/10/05,0.28571428600000004,224.8571429,37,544,6.0,6,907,487,0,0.684892368,2,0,1574,0,0,1394,1394,487,2968,487,0.0,1.0,0.999365079,0.0,9
22492,2010/09/08,2010/09/08,女,4,,,HK,43.0,2014/03/31,4,1628,0,0,1025.0,1295.0,2806,1746.68,2014/01/03,0.5,203.5,145,89,165.66666669999998,317,0,0,0,0.622480399,2,2,628,1000,0,0,0,0,1628,1000,0.5,0.5,0.385512584,0.613873542,0
22492,2010/09/08,2010/09/08,女,4,,,HK,43.0,2014/03/31,4,1628,0,0,1025.0,1295.0,2806,1746.68,2014/01/03,0.5,203.5,145,89,165.66666669999998,317,0,0,0,0.622480399,2,2,628,1000,0,0,0,0,1628,1000,0.5,0.5,0.385512584,0.613873542,0
57178,2008/05/05,2008/08/29,女,4,,,CN,32.0,2014/03/31,2,1690,0,0,1602.0,0.0,1940,1746.0,2012/07/17,0.25,211.25,104,624,3.0,3,0,0,0,0.9,2,0,1690,0,0,0,0,0,1690,0,0.0,1.0,0.999408634,0.0,0
57178,2008/05/05,2008/08/29,女,4,,,CN,32.0,2014/03/31,2,1690,0,0,1602.0,0.0,1940,1746.0,2012/07/17,0.25,211.25,104,624,3.0,3,0,0,0,0.9,2,0,1690,0,0,0,0,0,1690,0,0.0,1.0,0.999408634,0.0,0
33285,2012/05/23,2012/05/25,男,4,西安,陕西,CN,49.0,2014/03/31,2,922,0,0,,0.0,4654,1745.25,2013/01/10,0.25,115.25,2,447,230.0,230,0,0,0,0.375,2,0,922,0,0,0,0,0,922,0,0.0,1.0,0.998916576,0.0,0
8461,2005/10/29,2005/11/02,男,4,长春,吉林,CN,,2014/03/31,2,1656,0,0,960.0,835.0,1866,1744.71,2014/02/13,0.25,207.0,54,48,629.0,629,0,0,0,0.935,1,1,828,828,0,0,0,0,1656,828,0.5,0.5,0.49969825,0.49969825,0
13171,2009/08/19,2009/09/23,男,4,肇庆,广东,CN,,2014/03/31,2,1506,0,0,1710.0,0.0,2180,1744.0,2012/10/20,0.25,188.25,4,529,198.0,198,0,0,0,0.8,2,0,1506,0,0,0,0,0,1506,0,0.0,1.0,0.99933643,0.0,0
16366,2012/12/20,2012/12/28,女,4,,,CN,55.0,2014/03/31,3,1315,0,0,373.0,1345.0,3637,1743.36,2013/12/23,0.5,219.16666669999998,8,100,180.0,204,0,0,0,0.479340115,1,2,0,1315,0,0,0,0,1315,1315,0.666666667,0.333333333,0.0,0.999240122,0
16366,2012/12/20,2012/12/28,女,4,,,CN,55.0,2014/03/31,3,1315,0,0,373.0,1345.0,3637,1743.36,2013/12/23,0.5,219.16666669999998,8,100,180.0,204,0,0,0,0.479340115,1,2,0,1315,0,0,0,0,1315,1315,0.666666667,0.333333333,0.0,0.999240122,0
33332,2012/04/05,2012/04/05,女,4,乌鲁木齐,新疆,CN,45.0,2014/03/31,2,886,0,0,,0.0,2682,1743.3,2012/04/08,0.25,110.75,0,724,3.0,3,0,0,0,0.65,2,0,886,0,0,0,0,0,886,0,0.0,1.0,0.9988726040000001,0.0,0
3052,2008/02/28,2008/04/12,男,4,CHERAS,,MY,35.0,2014/03/31,4,1893,0,0,660.0,1811.0,2186,1742.02,2014/01/23,0.5,236.625,342,69,106.66666670000001,188,0,0,0,0.796898445,1,3,500,1393,0,0,0,0,1893,1393,0.75,0.25,0.263991552,0.735480465,0
26612,2005/11/02,2006/06/15,男,4,上海市,上海市,CN,,2014/03/31,2,1263,0,0,1105.0,568.0,2546,1741.75,2013/04/15,0.25,157.875,124,352,255.0,255,0,0,0,0.684112333,1,1,763,500,0,0,0,0,1263,500,0.5,0.5,0.603639241,0.39556962,0
18833,2006/05/22,2007/03/31,男,4,,,HK,47.0,2014/03/31,2,1504,0,0,0.0,1705.0,2468,1741.04,2014/02/27,0.25,188.0,678,34,19.0,19,0,0,0,0.705445705,0,2,0,1504,0,0,0,0,1504,1504,1.0,0.0,0.0,0.999335548,0
18833,2006/05/22,2007/03/31,男,4,,,HK,47.0,2014/03/31,2,1504,0,0,0.0,1705.0,2468,1741.04,2014/02/27,0.25,188.0,678,34,19.0,19,0,0,0,0.705445705,0,2,0,1504,0,0,0,0,1504,1504,1.0,0.0,0.0,0.999335548,0
56661,2007/09/17,2007/09/27,女,4,上海,,CN,39.0,2014/03/31,4,958,0,0,1674.0,0.0,5394,1740.9,2013/03/03,0.5,119.75,271,395,21.66666667,47,0,0,0,0.322747497,4,0,958,0,0,0,0,0,958,0,0.0,1.0,0.998957247,0.0,0
62239,2010/12/14,2011/07/01,男,4,上海,上海,CN,41.0,2014/03/31,2,1732,0,0,0.0,,2085,1739.87,2013/10/18,0.25,216.5,562,166,3.0,3,0,0,0,0.834470024,0,2,0,1732,0,0,0,0,1732,1732,1.0,0.0,0.0,0.9994229659999999,0
49587,2010/03/05,2010/03/05,男,4,重庆市,,CN,42.0,2014/03/31,2,1308,0,0,1600.0,0.0,1990,1737.5,2012/10/12,0.25,163.5,137,537,57.0,57,0,0,0,0.873115578,2,0,1308,0,0,0,0,0,1308,0,0.0,1.0,0.9992360579999999,0.0,0
57109,2008/04/10,2008/04/14,女,4,,北京,CN,40.0,2014/03/31,2,2068,0,0,0.0,1651.0,2020,1737.2,2014/01/09,0.25,258.5,646,83,2.0,2,0,0,0,0.86,0,2,0,2068,0,0,0,0,2068,2068,1.0,0.0,0.0,0.999516675,0
31164,2009/07/09,2010/06/10,男,4,NEW YORK,,US,55.0,2014/03/31,2,1500,0,0,2130.0,0.0,1158,1737.0,2013/03/25,0.25,187.5,357,373,1.0,1,0,0,0,1.5,2,0,1500,0,0,0,0,0,1500,0,0.0,1.0,0.999333777,0.0,0
48027,2008/05/20,2011/09/02,男,4,琼海,海南,CN,31.0,2014/03/31,2,1682,0,0,,0.0,2693,1736.7,2012/10/12,0.25,210.25,191,537,3.0,3,0,0,0,0.64489417,2,0,1682,0,0,0,0,0,1682,0,0.0,1.0,0.9994058229999999,0.0,0
48568,2009/09/29,2012/08/01,男,4,,,CN,30.0,2014/03/31,2,903,0,0,1676.0,0.0,2634,1736.5,2012/12/17,0.25,112.875,122,471,138.0,138,0,0,0,0.659263478,2,0,903,0,0,0,0,0,903,0,0.0,1.0,0.998893805,0.0,0
48568,2009/09/29,2012/08/01,男,4,,,CN,30.0,2014/03/31,2,903,0,0,1676.0,0.0,2634,1736.5,2012/12/17,0.25,112.875,122,471,138.0,138,0,0,0,0.659263478,2,0,903,0,0,0,0,0,903,0,0.0,1.0,0.998893805,0.0,0
40392,2010/05/04,2010/05/08,男,4,天津市,,CN,51.0,2014/03/31,3,873,0,0,1204.0,473.0,2670,1735.5,2013/09/06,0.375,109.125,339,208,92.0,175,0,0,0,0.65,2,1,582,291,0,0,0,0,873,291,0.333333333,0.666666667,0.66590389,0.332951945,0
8676,2007/11/26,2007/11/26,男,4,,吉林,CN,41.0,2014/03/31,2,1656,0,0,0.0,1785.0,1866,1735.38,2013/11/29,0.25,207.0,606,124,1.0,1,1500,0,0,0.93,0,2,0,1656,0,1500,1500,0,3156,1656,1.0,0.0,0.0,0.9993965,1
11140,2005/04/26,2005/05/17,女,4,,,CN,39.0,2014/03/31,2,856,0,0,1827.0,0.0,2390,1732.75,2012/10/22,0.25,107.0,203,527,1.0,1,0,0,0,0.725,2,0,856,0,0,0,0,0,856,0,0.0,1.0,0.998833139,0.0,0
11140,2005/04/26,2005/05/17,女,4,,,CN,39.0,2014/03/31,2,856,0,0,1827.0,0.0,2390,1732.75,2012/10/22,0.25,107.0,203,527,1.0,1,0,0,0,0.725,2,0,856,0,0,0,0,0,856,0,0.0,1.0,0.998833139,0.0,0
4980,2010/12/03,2010/12/03,男,4,上海,上海,CN,46.0,2014/03/31,2,1557,0,0,,0.0,2425,1729.8,2012/09/12,0.25,194.625,124,567,40.0,40,0,0,0,0.713319588,2,0,1557,0,0,0,0,0,1557,0,0.0,1.0,0.9993581509999999,0.0,0
5643,2011/08/23,2011/08/23,女,4,上海,上海,CN,29.0,2014/03/31,2,1557,0,0,,0.0,2425,1729.8,2012/09/06,0.25,194.625,84,573,74.0,74,0,0,0,0.713319588,2,0,1557,0,0,0,0,0,1557,0,0.0,1.0,0.9993581509999999,0.0,0
53942,2008/06/14,2008/06/18,男,4,HRB,,CN,40.0,2014/03/31,2,1008,0,0,693.0,0.0,2664,1726.3,2012/08/24,0.25,126.0,145,586,0.0,0,0,0,0,0.6480105110000001,2,0,1008,0,0,0,0,0,1008,0,0.0,1.0,0.99900892,0.0,0
39998,2009/08/19,2009/09/26,男,4,HO CHI MINH,,VT,36.0,2014/03/31,2,763,0,0,1515.0,0.0,3357,1724.4,2013/02/04,0.25,95.375,50,422,259.0,259,0,0,0,0.513672922,2,0,763,0,0,0,0,0,763,0,0.0,1.0,0.9986910990000001,0.0,0
27092,2011/05/26,2012/05/03,男,4,GUANG ZHOU,,CN,42.0,2014/03/31,2,886,0,0,1726.0,0.0,2378,1724.05,2012/05/06,0.25,110.75,32,696,3.0,3,0,0,0,0.725,2,0,886,0,0,0,0,0,886,0,0.0,1.0,0.9988726040000001,0.0,0
50897,2011/10/09,2011/10/09,男,4,上海,上海,CN,28.0,2014/03/31,2,1004,0,0,,0.0,2994,1721.55,2012/11/27,0.25,125.5,237,491,3.0,3,0,0,0,0.575,2,0,1004,0,0,0,0,0,1004,0,0.0,1.0,0.999004975,0.0,0
13150,2009/09/28,2010/03/03,女,4,,北京,CN,43.0,2014/03/31,3,786,0,0,1158.0,345.0,4799,1719.0,2013/05/22,0.375,98.25,200,315,108.0,206,0,0,0,0.358199625,2,1,786,0,0,0,0,0,786,0,0.333333333,0.666666667,0.998729352,0.0,0
9162,2011/01/14,2013/11/30,女,4,广州市,,CN,29.0,2014/03/31,2,1348,0,0,0.0,800.0,3904,1717.76,2013/12/05,0.25,168.5,608,118,5.0,5,1407,1987,0,0.44,0,2,0,1348,0,3394,3394,1987,4742,3335,1.0,0.0,0.0,0.99925871,27
42340,2013/01/28,2013/01/28,男,4,东莞,广东,CN,32.0,2014/03/31,2,1695,0,0,,0.0,2748,1717.5,2013/02/07,0.4,339.0,0,419,10.0,10,0,0,0,0.625,2,0,1695,0,0,0,0,0,1695,0,0.0,1.0,0.999410377,0.0,0
27935,2006/10/01,2006/10/01,男,4,,,HK,69.0,2014/03/31,4,1233,0,0,705.0,1334.0,3063,1717.44,2014/02/22,0.5,154.125,201,39,163.66666669999998,272,0,0,0,0.560705191,1,3,533,700,0,0,0,0,1233,700,0.75,0.25,0.43192868700000003,0.56726094,0
27935,2006/10/01,2006/10/01,男,4,,,HK,69.0,2014/03/31,4,1233,0,0,705.0,1334.0,3063,1717.44,2014/02/22,0.5,154.125,201,39,163.66666669999998,272,0,0,0,0.560705191,1,3,533,700,0,0,0,0,1233,700,0.75,0.25,0.43192868700000003,0.56726094,0
26012,2011/07/06,2012/04/28,男,4,大连市,辽宁省,CN,58.0,2014/03/31,2,1212,0,0,,0.0,2085,1717.15,2012/04/28,0.25,151.5,27,704,0.0,0,0,0,0,0.8235731409999999,2,0,1212,0,0,0,0,0,1212,0,0.0,1.0,0.999175598,0.0,0
51396,2012/05/18,2012/05/18,女,4,.,上海,CN,31.0,2014/03/31,2,1212,0,0,,0.0,2085,1717.15,2012/05/18,0.25,151.5,0,684,0.0,0,0,0,0,0.8235731409999999,2,0,1212,0,0,0,0,0,1212,0,0.0,1.0,0.999175598,0.0,0
58079,2009/03/17,2012/01/30,男,4,乌鲁木齐,新疆,CN,45.0,2014/03/31,3,774,0,0,,0.0,2571,1714.0,2012/04/20,0.375,96.75,1,712,9.0,16,0,0,0,0.666666667,3,0,774,0,0,0,0,0,774,0,0.0,1.0,0.998709677,0.0,0
17338,2009/08/24,2010/04/18,女,4,,,CN,55.0,2014/03/31,2,1054,0,0,0.0,1876.0,2552,1709.84,2013/08/25,0.25,131.75,506,220,5.0,5,0,0,0,0.67,0,2,0,1054,0,0,0,0,1054,1054,1.0,0.0,0.0,0.999052133,0
17338,2009/08/24,2010/04/18,女,4,,,CN,55.0,2014/03/31,2,1054,0,0,0.0,1876.0,2552,1709.84,2013/08/25,0.25,131.75,506,220,5.0,5,0,0,0,0.67,0,2,0,1054,0,0,0,0,1054,1054,1.0,0.0,0.0,0.999052133,0
56843,2008/01/30,2008/07/26,男,4,深圳,广东,CN,,2014/03/31,2,1787,0,0,675.0,0.0,2646,1704.3,2012/10/12,0.25,223.375,54,537,140.0,140,0,0,0,0.644104308,2,0,1787,0,0,0,0,0,1787,0,0.0,1.0,0.999440716,0.0,0
56742,2007/09/10,2007/11/09,男,4,,,PH,76.0,2014/03/31,2,949,0,0,1566.0,0.0,2712,1701.6,2012/04/04,0.25,118.625,3,728,0.0,0,0,0,0,0.627433628,2,0,949,0,0,0,0,0,949,0,0.0,1.0,0.998947368,0.0,0
56742,2007/09/10,2007/11/09,男,4,,,PH,76.0,2014/03/31,2,949,0,0,1566.0,0.0,2712,1701.6,2012/04/04,0.25,118.625,3,728,0.0,0,0,0,0,0.627433628,2,0,949,0,0,0,0,0,949,0,0.0,1.0,0.998947368,0.0,0
55355,2008/03/29,2008/07/11,男,4,彰化县,,TW,53.0,2014/03/31,2,1527,0,0,1722.0,0.0,2181,1701.15,2013/01/21,0.25,190.875,105,436,190.0,190,0,0,0,0.779986245,2,0,1527,0,0,0,0,0,1527,0,0.0,1.0,0.99934555,0.0,0
3034,2008/06/18,2013/07/31,男,4,,,CN,45.0,2014/03/31,3,1415,0,0,0.0,1749.0,2272,1697.3,2014/03/08,0.375,176.875,486,24,110.5,211,0,0,0,0.747051056,0,3,0,1415,0,0,0,0,1415,1415,1.0,0.0,0.0,0.999293785,0
3034,2008/06/18,2013/07/31,男,4,,,CN,45.0,2014/03/31,3,1415,0,0,0.0,1749.0,2272,1697.3,2014/03/08,0.375,176.875,486,24,110.5,211,0,0,0,0.747051056,0,3,0,1415,0,0,0,0,1415,1415,1.0,0.0,0.0,0.999293785,0
28148,2007/03/05,2007/09/19,男,4,,,SG,48.0,2014/03/31,3,1509,0,0,0.0,1822.0,2442,1697.22,2013/12/23,0.375,188.625,487,100,72.0,100,0,0,0,0.695012285,0,3,0,1509,0,0,0,0,1509,1509,1.0,0.0,0.0,0.999337748,0
28148,2007/03/05,2007/09/19,男,4,,,SG,48.0,2014/03/31,3,1509,0,0,0.0,1822.0,2442,1697.22,2013/12/23,0.375,188.625,487,100,72.0,100,0,0,0,0.695012285,0,3,0,1509,0,0,0,0,1509,1509,1.0,0.0,0.0,0.999337748,0
18136,2011/03/17,2014/01/13,女,4,ATHENS,,US,29.0,2014/03/31,2,0,0,0,0.0,1530.0,4986,1695.24,2014/01/17,0.25,0.0,652,75,4.0,4,0,0,0,0.34,0,2,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0
59523,2011/06/11,2011/10/20,男,4,JAKHRTA,,ID,53.0,2014/03/31,3,1200,0,0,578.0,1177.0,3045,1695.05,2013/12/16,0.375,150.0,73,107,275.5,359,0,0,0,0.556666667,1,2,400,800,0,0,0,0,1200,800,0.666666667,0.333333333,0.333055787,0.666111574,0
17867,2008/02/06,2008/05/02,男,4,,,CN,,2014/03/31,2,954,0,0,0.0,871.0,2710,1693.75,2014/01/29,0.25,119.25,637,63,31.0,31,0,0,0,0.625,0,2,0,954,0,0,0,0,954,954,1.0,0.0,0.0,0.99895288,0
17867,2008/02/06,2008/05/02,男,4,,,CN,,2014/03/31,2,954,0,0,0.0,871.0,2710,1693.75,2014/01/29,0.25,119.25,637,63,31.0,31,0,0,0,0.625,0,2,0,954,0,0,0,0,954,954,1.0,0.0,0.0,0.99895288,0
17867,2008/02/06,2008/05/02,男,4,,,CN,,2014/03/31,2,954,0,0,0.0,871.0,2710,1693.75,2014/01/29,0.25,119.25,637,63,31.0,31,0,0,0,0.625,0,2,0,954,0,0,0,0,954,954,1.0,0.0,0.0,0.99895288,0
51976,2012/08/18,2012/09/26,女,4,长春市,吉林省,CN,65.0,2014/03/31,2,1164,0,0,,0.0,3385,1693.6,2012/10/10,0.28571428600000004,166.28571430000002,39,539,14.0,14,0,0,0,0.500324963,2,0,1164,0,0,0,0,0,1164,0,0.0,1.0,0.999141631,0.0,0
9771,2006/08/19,2008/08/17,男,4,,,SG,61.0,2014/03/31,2,2100,0,0,0.0,1700.0,5644,1693.2,2013/05/23,0.25,262.5,407,314,10.0,10,0,0,0,0.3,0,2,0,2100,0,0,0,0,2100,2100,1.0,0.0,0.0,0.999524036,0
9771,2006/08/19,2008/08/17,男,4,,,SG,61.0,2014/03/31,2,2100,0,0,0.0,1700.0,5644,1693.2,2013/05/23,0.25,262.5,407,314,10.0,10,0,0,0,0.3,0,2,0,2100,0,0,0,0,2100,2100,1.0,0.0,0.0,0.999524036,0
